"nome palestra","discipline","indirizzo","telefono","orari di apertura","pagina web","lat","long"
"De Nittis Choy Lay Fut Switzerland SiHing Emanuel Galati","Kung Fu","Via Calprino 3, 6900 Paradiso, Svizzera","+41 76 298 44 33","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 11-12 | Dom chiuso","https://www.denittischoylayfutswitzerland.com/","45.989013","8.9404859999999999"
"Deaishin Karate Do Varese","Karate","Via Legnani, 11, 21100 Varese VA, Italia","+39 348 581 5980","Lun 19:30-21:30 | Mar 18:30-21:30 | Mer 19:30-21:30 | Gio 19:30-21:30 | Ven chiuso | Sab chiuso | Dom chiuso","http://www.deaishin-varese.it/","45.835875000000001","8.8195420000000002"
"DeaYoga","Yoga","Viale A. Volta, 6830 Chiasso, Svizzera","+41 79 549 55 62","Orari da verificare","https://www.deayoga.ch/agenda/","45.835025999999999","9.0330519999999996"
"DeaYoga - Gruppo AyurYoga e Meditazione Ticino","Yoga","Via Passeggiata 11B, 6853 Ligornetto, Svizzera","+41 79 549 55 62","Orari da verificare","http://www.deayoga.ch/","45.861454000000002","8.9442280000000007"
"Decathlon Sant'Antonino","Fitness","Via Serrai 10, 6592 Sant'Antonino, Svizzera","+41 91 840 10 20","Lun 09-19 | Mar 09-19 | Mer 09-19 | Gio 09-20 | Ven 09-19 | Sab 09-18:30 | Dom chiuso","https://www.decathlon.ch/it/utm_campaign=local-gmb&utm_content=Sant%27Antonino~2132&utm_medium=organic&utm_source=google","46.154671999999998","8.9658840000000009"
"DELTA RELAX WELLNESS & FITNESS CENTER","Fitness","Via Delta 155, 6612 Ascona, Svizzera","+41 91 785 77 85","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab 08-20 | Dom 08-20","https://www.parkhoteldelta.ch/it/wellness-ascona","46.159897999999998","8.7843610000000005"
"DESEO Pilates & Massaggi Lugano","Pilates","Corso Enrico Pestalozzi 11, 6900 Lugano, Svizzera","+41 91 923 55 77","Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 10-13 | Dom chiuso","http://www.deseo.ch/","46.006157999999999","8.9529379999999996"
"Dharma Yoga","Yoga","Corso S. Gottardo 82, 6830 Chiasso, Svizzera","+41 76 605 57 45","Lun 09-00 | Mar 09-00 | Mer 09-00 | Gio 09-00 | Ven 09-00 | Sab 09-00 | Dom chiuso","https://www.dharmayoga.ch/","45.836345000000001","9.0257649999999998"
"Difensiva Varese Arte Marziale di Difesa Personale","Difesa Personale","Via Olona, 29, 21056 Induno Olona VA, Italia","+39 320 145 8721","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 09-12:30 | Dom chiuso","https://difensiva-varese.github.io/difensiva/","45.844987000000003","8.8289039999999996"
"Dinamico Sport Dimension di Daniele Bernasconi","Fitness","Via Moree 3, 6850 Mendrisio, Svizzera","+41 76 374 21 11","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","http://dinamico.ch/","45.872506999999999","8.9803580000000007"
"Do Yu Kai Chiasso","Fitness","Via C.Cattaneo 10, 6830 Chiasso, Svizzera","+41 91 682 83 76","Lun 17:30-20:30 | Mar 16:30-20:30 | Mer 13:45-20:30 | Gio 17-20:30 | Ven 18-20:30 | Sab 14-18:30 | Dom chiuso","http://www.dykchiasso.ch/","45.831817999999998","9.0271050000000006"
"Dojo Karate Kyokushin Tensho Lugano","Karate","Via Trevano 29, 6900 Lugano, Svizzera","","Lun chiuso | Mar 20-21:30 | Mer 14-15 | Gio 20-21:30 | Ven 17:30-18:30 | Sab chiuso | Dom chiuso","http://www.dojotensho.ch/","46.015634","8.955073"
"Dojo Karate Tensho Lugano","Karate","Via alla Campagna 7, 6900 Lugano, Svizzera","+41 76 305 35 54","Lun 17-19:30 | Mar 20-21:30 | Mer 14-16 | Gio 20-21:30 | Ven 18-20:30 | Sab chiuso | Dom chiuso","http://www.dojotensho.ch/","46.015351000000003","8.9571880000000004"
"Donkey CrossFit","MMA | CrossFit","Via Parma, 2, 21052 Busto Arsizio VA, Italia","+39 349 375 5969","Lun 07-21:30 | Mar 10-21:30 | Mer 07-21:30 | Gio 07-21:30 | Ven 07-21:30 | Sab 10-13 | Dom chiuso","http://www.donkeycrossfit.it/","45.603541999999997","8.8513870000000008"
"Dott. Federico Piemonti - Nutrizionista","Fitness","Via Gaudenzio Ferrari, 21/Scala B, 21047 Saronno VA, Italia","+39 351 324 4735","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab chiuso | Dom chiuso","https://www.piemontinutrizionista.it/","45.623722999999998","9.0317600000000002"
"Dott. Luca Bellorini - Neuroscienze. Mindfulness. Tecniche di rilassamento","Fitness","Via delle Medaglie D'Oro, 21100 Varese VA, Italia","","Lun 09-19 | Mar 09-19 | Mer 09-19 | Gio 09-19 | Ven chiuso | Sab chiuso | Dom chiuso","https://belloriniluca.wixsite.com/home","45.815300000000001","8.8309350000000002"
"Douglas Balmelli Personal Trainer","Fitness","Riva Antonio Caccia 1, 6900 Lugano, Svizzera","+41 76 387 56 28","Lun 07-22 | Mar 07-22 | Mer 07-22 | Gio 07-22 | Ven 07-22 | Sab 07-22 | Dom 07-22","https://www.luganopersonalfit.ch/","45.998668000000002","8.9481079999999995"
"Dr.Frontini Federico - Riabilitazione e Fisioterapia - Onde D'urto - Plantari - FisioWellness","Fitness","Via Giacomo Galli, 5, 21049 Tradate VA, Italia","+39 346 635 4752","Lun 08:30-20:30 | Mar 08:30-20:30 | Mer 08:30-20:30 | Gio 08:30-20:30 | Ven 08:30-20:30 | Sab chiuso | Dom chiuso","https://centrofisiowellness.it/","45.703952999999998","8.9202569999999994"
"Dragon's Club","Fitness","Via d'Argine 1, 6930 Bedano, Svizzera","","Lun 09-17 | Mar 09-17 | Mer 09-17 | Gio 09-17 | Ven 09-17 | Sab chiuso | Dom chiuso","https://www.dragonsclub.ch/","46.044941000000001","8.9243559999999995"
"Easy estetica e benessere","Fitness","Viale Guglielmo Marconi, 7b, 21049 Tradate VA, Italia","+39 0331 142 4592","Lun chiuso | Mar 11-19 | Mer 09-17 | Gio 09-19 | Ven 09-20 | Sab 09-17 | Dom chiuso","","45.708202999999997","8.9111999999999991"
"Ecocentro di Chiasso","Fitness","Via C.Cattaneo 3, 6830 Chiasso, Svizzera","+41 58 122 49 11","Lun 07:30-11, 13:45-16:30 | Mar 07:30-11, 13:45-16:30 | Mer 07:30-11, 13:45-16:30 | Gio 07:30-11, 13:45-16:30 | Ven 07:30-11, 13:45-16:30 | Sab 08-11:45 | Dom chiuso","http://www.chiasso.ch/index.phpid=132","45.830651000000003","9.0292860000000008"
"Electra Fitness Ems Bellinzona","Fitness","Via Codeborgo 1, 6500 Bellinzona, Svizzera","+41 76 814 65 71","Lun 08:30-20 | Mar 08:30-20 | Mer 08:30-20 | Gio 08:30-20 | Ven 08:30-20 | Sab chiuso | Dom chiuso","https://electrafitness.ch/","46.192203999999997","9.0231870000000001"
"Elemental","Fitness","Via Carrobbio, 8, 21100 Varese VA, Italia","+39 348 692 5138","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 07-21 | Dom chiuso","","45.816603999999998","8.8257440000000003"
"Elements Fitness Club","Fitness","Via Cantonale 89, 6595 Lavertezzo, Svizzera","+41 91 859 39 89","Lun 09-21 | Mar 09-13:15, 14-21 | Mer 09-11, 14:30-21 | Gio 09-13:15, 14-21 | Ven 09-11, 14:30-20:30 | Sab 09-12 | Dom chiuso","http://www.elementsfitnessclub.ch/","46.176116999999998","8.8878109999999992"
"ELETTROFITNESS Saronno","Fitness","Via Molino, 2, 21047 Saronno VA, Italia","+39 349 118 0192","Lun 09-20 | Mar 09-20 | Mer 09-20 | Gio 09-20 | Ven 09-20 | Sab 09-14 | Dom chiuso","http://www.elettrofitness.com/","45.624313999999998","9.0339720000000003"
"Emotion - Fitness and Wellness","Fitness","Via Alessandro Volta, 11, 21010 Germignaga VA, Italia","+39 0332 533044","Lun 09-21:30 | Mar 09-21:30 | Mer 09-21:30 | Gio 09-21:30 | Ven 09-21:30 | Sab 09-14 | Dom 10-13","http://www.my-emotion.it/","45.986004000000001","8.7388680000000001"
"Encotech SA","Fitness","Via Cadepiano 14, 6917 Lugano, Svizzera","+41 91 971 27 11","Lun 08:30-18:30 | Mar 08:30-18:30 | Mer 08:30-18:30 | Gio 08:30-18:30 | Ven 08:30-18:30 | Sab chiuso | Dom chiuso","http://www.encotech.ch/","45.963504","8.9194870000000002"
"Endless Will - Margherita Montes","Fitness","Via Tiro a Segno, 5A, 21013 Gallarate VA, Italia","+39 392 525 8339","Lun 10-18 | Mar 10-18 | Mer 10-18 | Gio 10-18 | Ven 10-18 | Sab 10-11:30 | Dom chiuso","https://urendlesswill.com/","45.650402","8.8040350000000007"
"Enjoy Fisio Training SA","Fitness","Via Carlo Pasta 25, 6850 Mendrisio, Svizzera","+41 91 224 12 34","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab chiuso | Dom chiuso","https://enjoyfisiotraining.com/","45.875745000000002","8.9869540000000008"
"Eolo Sport City","Fitness","Corso Sempione, 194/6, 21052 Busto Arsizio VA, Italia","+39 331 388 6880","Lun 08:30-00 | Mar 08:30-00 | Mer 08:30-00 | Gio 08:30-00 | Ven 08:30-00 | Sab 08:30-22 | Dom 08:30-22","https://eolosportcity.it/","45.634897000000002","8.8348370000000003"
"EqualArmor","Fitness","Viale dei Faggi 9, 6900 Lugano, Svizzera","+41 79 948 41 63","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 08-22:30 | Dom chiuso","https://equalarmor.ch/","46.008321000000002","8.9638679999999997"
"Essenza Pilates Gallarate","Pilates","Via Palestro, 10, 21013 Gallarate VA, Italia","","Orari da verificare","https://www.essenzapilates.it/","45.659784000000002","8.7853600000000007"
"Essenziale Di Genny","Yoga","Via Angelo Maspoli 21, 6850 Mendrisio, Svizzera","+41 77 496 89 89","Orari da verificare","","45.876477999999999","8.9802090000000003"
"essenzialmente yoga","Yoga","Via Dante Alighieri, 13, 21047 Saronno VA, Italia","+39 349 331 3452","Lun chiuso | Mar 09-21 | Mer chiuso | Gio 09-21 | Ven 09-21 | Sab chiuso | Dom chiuso","","45.619785","9.0425719999999998"
"ESTETICA PAOLA L'ESSENZA DEL FASCINO","Fitness","Via Bernardino Luini, 37, 21016 Luino VA, Italia","+39 342 015 5155","Lun chiuso | Mar 08:30-17 | Mer 08:30-17 | Gio 08:30-17 | Ven 08:30-17 | Sab 08:30-17 | Dom chiuso","https://centroesteticapaola.it/","45.998117000000001","8.7479940000000003"
"Etrea Sport Horses","Fitness","Via Mortara, 44, 21052 Busto Arsizio VA, Italia","+39 0331 351166","Lun 08-18 | Mar 08-18 | Mer 08-18 | Gio 08-18 | Ven 08-18 | Sab 08-18 | Dom 08-18","http://www.etrea.it/","45.580131999999999","8.8499079999999992"
"Evolution Climbing Center","Fitness","Via Vedeggio 7, 6807 Torricella-Taverne, Svizzera","+41 91 930 91 18","Lun 17-22 | Mar 17-22 | Mer 12-22 | Gio 12-22 | Ven 12-22 | Sab 10-19 | Dom 10-19","http://www.evolutioncenter.ch/","46.05941","8.929646"
"E-work Arena","Fitness","Viale Gabardi, 43, 21052 Busto Arsizio VA, Italia","","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 09-20 | Dom chiuso","","45.598861999999997","8.8658909999999995"
"EXPERIENCE - Personal Training Service di Daniele Cimino","Fitness","Via Francesco Borromini 20, 6850 Mendrisio, Svizzera","+41 76 369 78 97","Lun 07:30-21 | Mar 08:30-21 | Mer 07:30-21 | Gio 08:30-21 | Ven 07:30-21 | Sab chiuso | Dom chiuso","http://www.xpts.ch/","45.869311000000003","8.9741540000000004"
"F.C. Lugano S.A. - Biglietteria e Sportello","Fitness","Via G.B. Pioda 14, 6900 Lugano, Svizzera","+41 91 922 86 72","Lun 09-12, 13:30-17 | Mar 09-12, 13:30-17 | Mer 09-12, 13:30-17 | Gio 09-12, 13:30-17 | Ven 09-12, 13:30-17 | Sab chiuso | Dom chiuso","https://www.fclugano.com/","46.007677999999999","8.9546229999999998"
"Fabia Verda","Yoga","Via Pizzo di Claro 12, 6500 Bellinzona, Svizzera","+41 79 227 08 85","Orari da verificare","https://yellow.local.ch/d/YStnfLXBU5sadSfl22DE2A","46.202679000000003","9.0230340000000009"
"Fast Fit Bellinzona","Fitness","Via Codeborgo 1, 6500 Bellinzona, Svizzera","+41 76 403 47 95","Orari da verificare","https://www.fastfitswiss.ch/","46.192233000000002","9.0231700000000004"
"Fast Fit Locarno","Fitness","Via Vincenzo Vela, 6600 Locarno, Svizzera","+41 76 403 47 95","Lun 09-19 | Mar 09-19 | Mer 09-19 | Gio 09-19 | Ven 09-19 | Sab chiuso | Dom chiuso","http://www.fastfitswiss.ch/","46.167028000000002","8.7955249999999996"
"Fast Fit Lugano","Fitness","Via Carlo Maderno 26, 6900 Lugano, Svizzera","+41 76 403 47 95","Lun 06-20:30 | Mar 06-20:30 | Mer 06-20:30 | Gio 06-20:30 | Ven 06-20:30 | Sab chiuso | Dom chiuso","https://www.fastfitswiss.ch/","46.011218","8.9556570000000004"
"Fast Fit Mendrisio","Fitness","Via Moree 3, 6850 Mendrisio, Svizzera","+41 76 403 47 95","Lun 08-18 | Mar 08-19:30 | Mer chiuso | Gio 08-19:30 | Ven 08-18 | Sab chiuso | Dom chiuso","https://www.fastfitswiss.ch/","45.872486000000002","8.9805890000000002"
"Federazione Padel Ticino","Fitness","Via Pobbia 30, 6515 Sementina, Svizzera","+41 79 337 68 38","Lun 09-12 | Mar 09-12 | Mer 09-12 | Gio 09-12 | Ven 09-12 | Sab chiuso | Dom chiuso","","46.179270000000002","9.0003430000000009"
"Ficus Lounge Bar","Fitness","Via al Ticino 44, 6514 Sementina, Svizzera","+41 91 840 22 24","Lun 07-00 | Mar 07-00 | Mer 07-00 | Gio 07-00 | Ven 07-02 | Sab 09-02 | Dom 09-00","https://ficusloungebar.ch/","46.177886000000001","8.9956200000000006"
"FIGHT ACADEMY","Fitness","Via Per Caronno Varesino, 2, 21040 Morazzone VA, Italia","+39 340 342 8201","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 10-17 | Dom chiuso","http://www.fightacademy.it/wordpress/","45.761744999999998","8.8311600000000006"
"Fight Academy Ticino","Fitness","Via la Santa, 6962 Viganello, Svizzera","+41 78 828 66 77","Lun 08-22 | Mar 08-22 | Mer 08-22 | Gio 08-22 | Ven 08-22 | Sab 08-22 | Dom 08-22","","46.011769000000001","8.9618669999999998"
"Fight Gym Club Lugano","Fitness","Stampa 1, 6952 Canobbio, Svizzera","+41 91 940 32 20","Lun chiuso | Mar chiuso | Mer chiuso | Gio chiuso | Ven chiuso | Sab 08:30-13:30 | Dom chiuso","https://fightgymclub.ch/","46.036731000000003","8.9701730000000008"
"Figurella Luino","Fitness","Via XV Agosto, 7, 21016 Luino VA, Italia","+39 0332 510901","Lun 09:30-19 | Mar 10-20 | Mer 10-14 | Gio 10-20 | Ven 09-19 | Sab chiuso | Dom chiuso","https://www.figurella.it/centro/figurella-luino/","46.001263999999999","8.7426060000000003"
"Figurella Varese","Fitness","Via Felice Orrigoni, 8, 21100 Varese VA, Italia","+39 0332 483450","Lun 10-20 | Mar 10-20 | Mer 10-20 | Gio 10-20 | Ven 10-14 | Sab chiuso | Dom chiuso","https://www.figurella.it/centro/figurella-varese/","45.816270000000003","8.8309470000000001"
"First Studio Personal trainer / palestra","Fitness","First Studio - Centro Sei (primo piano, Via Vincenzo Vela 5, 6600 Locarno, Svizzera","+41 76 281 71 41","Lun 07-21 | Mar 07-21 | Mer 07-21 | Gio 07-21 | Ven 07-21 | Sab 09-15 | Dom chiuso","https://firststudiopersonaltraining.ch/","46.167000000000002","8.7954950000000007"
"First Studio Personal Training Bellinzona","Fitness","Via Codeborgo 1, 6500 Bellinzona, Svizzera","+41 79 963 38 15","Lun 06-21 | Mar 06-21 | Mer 06-21 | Gio 06-21 | Ven 06-21 | Sab 06-13 | Dom chiuso","https://firststudiopersonaltraining.ch/","46.192242","9.0231580000000005"
"First Studio Personal Training Giubiasco","Fitness","Viale Stazione 3, 6512 Giubiasco, Svizzera","+41 76 281 71 41","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab chiuso | Dom chiuso","https://www.firststudiopersonaltraining.ch/","46.173147999999998","9.0084730000000004"
"First Studio Personal Training Lugano","Fitness","Via Pretorio 13, 6900 Lugano, Svizzera","+41 76 844 42 75","Lun 08:30-20:30 | Mar 08:30-20:30 | Mer 08:30-20:30 | Gio 08:30-20:30 | Ven 08:30-20:30 | Sab 08-13 | Dom chiuso","https://firststudiopersonaltraining.ch/","46.006689000000001","8.9519190000000002"
"Fisio Sport Sagl","Fitness","Via Vincenzo d'Alberti 1, 6830 Chiasso, Svizzera","+41 77 490 75 19","Lun 08-19 | Mar 08-19 | Mer 08-19 | Gio 08-19 | Ven 08-19 | Sab chiuso | Dom chiuso","https://www.fisiosportchiasso.ch/","45.836455999999998","9.0245639999999998"
"Fisio4Wellness ASD - Palestra a Varese","Fitness","Via Giovanni XXIII, 2, 21020 Buguggiate VA, Italia","+39 392 269 9518","Lun 08-21 | Mar 08-21 | Mer 08-21 | Gio 08-21 | Ven 08-21 | Sab 08-13:30 | Dom chiuso","http://fisio4wellness.it/","45.780560000000001","8.8110239999999997"
"FisioMed Insubria","Fitness","Via Dorligo Albisetti, 9, 21049 Tradate VA, Italia","+39 351 412 2119","Lun 08-12, 13:30-20 | Mar 08-12, 13:30-20 | Mer 08-12, 13:30-20 | Gio 08-12, 13:30-20 | Ven 08-12, 13:30-20 | Sab 09-12 | Dom chiuso","https://www.fisiomedinsubria.it/","45.709038","8.9027510000000003"
"Fisioterapia Atlantide Bellinzona","Fitness","Via Franco Zorzi 36, 6500 Bellinzona, Svizzera","+41 91 820 60 60","Lun 07-20 | Mar 07-20 | Mer 07-20 | Gio 07-20 | Ven 07-20 | Sab chiuso | Dom chiuso","https://bellinzona.fisioterapiaatlantide.ch/","46.183801000000003","9.0123929999999994"
"Fisioterapia Salus - Bellinzona","Fitness","Via cancelliere Molo 18, 6500 Bellinzona, Svizzera","+41 91 226 47 33","Lun 08-19:30 | Mar 08-19:30 | Mer 08-19:30 | Gio 08-19:30 | Ven 08-19:30 | Sab chiuso | Dom chiuso","https://www.fisioterapiasalus.ch/","46.195518999999997","9.0279830000000008"
"Fisioterapia Salus - Giubiasco","Fitness","Largo Libero Olgiati 73, 6512 Giubiasco, Svizzera","+41 91 225 83 83","Lun 07:30-19 | Mar 07:30-19 | Mer 07:30-19 | Gio 07:30-19 | Ven 07:30-19 | Sab chiuso | Dom chiuso","https://www.fisioterapiasalus.ch/","46.172671999999999","9.0096760000000007"
"FisioteraPier - Fisioterapia & Benessere","Fitness","Via Rovereto, 9, 21100 Varese VA, Italia","+39 351 332 7445","Lun 08-20:30 | Mar 08-20:30 | Mer 08-20:30 | Gio 08-20:30 | Ven 08-20:30 | Sab 09-17:30 | Dom chiuso","","45.829289000000003","8.8500340000000008"
"Fit And Go Busto Arsizio","Fitness","Viale Stelvio, 41, 21052 Busto Arsizio VA, Italia","+39 375 129 6140","Lun 08-20 | Mar 07-20 | Mer 08-20 | Gio 07-20 | Ven 08-20 | Sab 08-13 | Dom chiuso","https://fitandgo.it/","45.623319000000002","8.8418310000000009"
"Fit And Go Gallarate","Fitness","Viale Milano, 2, 21013 Gallarate VA, Italia","+39 375 106 9418","Lun 08-20 | Mar 08-20 | Mer 08-20 | Gio 08-20 | Ven 08-20 | Sab 08-14 | Dom chiuso","","45.656959999999998","8.7985609999999994"
"Fit And Go Saronno","Fitness","Via Alessandro Volta, 7, 21047 Saronno VA, Italia","+39 348 614 1965","Lun 06-21 | Mar 06-21 | Mer 06-21 | Gio 06-21 | Ven 06-21 | Sab 07-14 | Dom chiuso","https://www.fitandgo.it/","45.630071999999998","9.0354200000000002"
"Fit Check Abbigliamento Luino","Fitness","Via Confalonieri, 23, 21016 Luino VA, Italia","+39 320 764 4878","Lun 10-12, 15-19 | Mar chiuso | Mer 10-12, 15-19 | Gio 10-12, 15-19 | Ven 10-12, 15-19 | Sab 09-15 | Dom chiuso","https://fitcheckluino.com/","46.002751000000004","8.7458749999999998"
"Fit Easy Varese","Fitness","Via Salvore, 20/A, 21100 Varese VA, Italia","+39 0332 315218","Lun 06-22 | Mar 06-22 | Mer 06-22 | Gio 06-22 | Ven 06-22 | Sab 08-17 | Dom 08-17","http://www.fit-easy.com/","45.813606999999998","8.8392619999999997"
"Fit Evolution Giubiasco","Fitness","Via Campagna 2E, 6512 Giubiasco, Svizzera","+41 76 403 47 95","Lun 09-20 | Mar 09-19 | Mer 14-20 | Gio 09-20 | Ven 09-19 | Sab 09-14 | Dom chiuso","http://www.fastfitswiss.ch/","46.16901","8.9997679999999995"
"Fit Express Busto Arsizio","Fitness","Viale Luigi Cadorna, 15, 21052 Busto Arsizio VA, Italia","+39 392 383 7927","Lun 06:30-22:30 | Mar 06:30-22:30 | Mer 06:30-22:30 | Gio 06:30-22:30 | Ven 06:30-22:30 | Sab 08-18 | Dom 08-14","https://www.fitexpress.it/club/busto-arsizio/","45.609110999999999","8.8586910000000003"
"Fit Express Saronno","Fitness","Viale Lombardia, 2, 21047 Saronno VA, Italia","+39 340 841 4158","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://www.fitexpress.it/","45.614396999999997","9.0392770000000002"
"Fit Lab 2.0","Fitness","Viale Castagnola 21/G, 6900 Lugano, Svizzera","+41 78 786 46 84","Lun 06-20 | Mar 06-20 | Mer 06-20 | Gio 06-20 | Ven 06-20 | Sab 07-13 | Dom chiuso","https://fitnesslab20.ch/","46.006481999999998","8.9663850000000007"
"fit+ Contone","Fitness","Via Campo dell'Era 21, 6594 Contone, Svizzera","+41 76 621 85 73","Lun 05-00 | Mar 05-00 | Mer 05-00 | Gio 05-00 | Ven 05-00 | Sab 05-00 | Dom 05-00","https://contone.fitplus-club.ch/","46.150880999999998","8.9244699999999995"
"FitActive","Fitness","Via Sempione, 27, 21011 Casorate Sempione VA, Italia","+39 351 836 7572","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://www.fitactive.it/i-club/casorate-sempione.php","45.671326999999998","8.7500590000000003"
"FitActive Bellinzona","Fitness","Via Industrie 8, 6592 Bellinzona, Svizzera","+41 78 348 23 24","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://www.fitactive.it/","46.155759000000003","8.9680990000000005"
"FitActive Busto Arsizio","Fitness","Via Busto Fagnano, 29, 21052 Busto Arsizio VA, Italia","+39 375 637 9318","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","http://www.fitactive.it/i-club/busto-arsizio.php","45.627113000000001","8.8573020000000007"
"FitActive Castellanza","Fitness","Via Asti, 5, 21053 Castellanza VA, Italia","+39 352 014 6655","Lun 00:00-24:00 | Mar 00:00-24:00 | Mer 00:00-24:00 | Gio 00:00-24:00 | Ven 00:00-24:00 | Sab 00:00-24:00 | Dom 00:00-24:00","https://fitactive.it/i-club/FitActive%20Castellanza.php","45.608379999999997","8.874098"
